"yrborn"	"litter_id"	"uid"	"sex"	"col_area"	"dam"	"pup_emerjdate"	"littersizeborn"	"massjun"	"massaug"	"nboffspring"	"age"	"massjun_mom"	"date_bare_ground"	"total_snow"	"summer_max_tj"
1979	"1979.Z78219"	"D45174"	"M"	"mm"	"Z78219"	189	7	284.180559975355	985.805581286291	7	8	2963.37395794987	152	1346	19.48
1979	"1979.Z78219"	"G11823"	"M"	"mm"	"Z78219"	189	7	350.652541774566	1083.1852912801	7	8	2963.37395794987	152	1346	19.48
1979	"1979.Z78219"	"N43456"	"F"	"mm"	"Z78219"	189	7	313.550339315339	966.451707827244	7	8	2963.37395794987	152	1346	19.48
1979	"1979.K56499"	"C69814"	"F"	"gothictown"	"K56499"	184	5	495.69462840509	1571.70826041772	5	6	2748.99153711918	152	1346	19.48
1979	"1979.Z78219"	"P05634"	"F"	"mm"	"Z78219"	189	7	341.021642328474	1066.49220232559	7	8	2963.37395794987	152	1346	19.48
1979	"1979.I03303"	"L52849"	"F"	"picnic_lower"	"I03303"	192	4	467.829185170035	1177.39712207236	4	8	2352.82574469502	152	1346	19.48
1979	"1979.I03303"	"M75374"	"F"	"picnic_lower"	"I03303"	192	4	402.536273088875	1078.60030597098	4	8	2352.82574469502	152	1346	19.48
1979	"1979.I03303"	"Y97144"	"F"	"picnic_lower"	"I03303"	192	4	490.622094297704	1244.92633649297	4	8	2352.82574469502	152	1346	19.48
1979	"1979.I03303"	"T30603"	"M"	"picnic_lower"	"I03303"	192	4	527.559109364571	1320.83500556203	4	8	2352.82574469502	152	1346	19.48
1979	"1979.P84266"	"G45247"	"F"	"boulder"	"P84266"	197	3	516.168864453577	1100.81825232815	3	2	1903.23569191492	152	1346	19.48
1979	"1979.P84266"	"D34677"	"M"	"boulder"	"P84266"	197	3	568.34070157796	1207.83753345261	3	2	1903.23569191492	152	1346	19.48
1979	"1979.Q31242"	"J50121"	"F"	"coppercreek"	"Q31242"	NA	4	565.221671517232	1459.52952912698	4	7	2224.07527373248	152	1346	19.48
1979	"1979.Q31242"	"Q05068"	"M"	"coppercreek"	"Q31242"	NA	4	475.332797383842	1372.35285462842	4	7	2224.07527373248	152	1346	19.48
1979	"1979.Q31242"	"P55489"	"M"	"coppercreek"	"Q31242"	NA	4	523.066644234947	1456.06761780282	4	7	2224.07527373248	152	1346	19.48
1979	"1979.H67405"	"E01227"	"M"	"mm"	"H67405"	208	3	421.348650176651	771.574532084828	3	3	2234.94344287565	152	1346	19.48
1979	"1979.H67405"	"U02836"	"F"	"mm"	"H67405"	208	3	375.361437167956	671.905536046357	3	3	2234.94344287565	152	1346	19.48
1979	"1979.H67405"	"N70752"	"F"	"mm"	"H67405"	208	3	386.145365014165	689.848969501693	3	3	2234.94344287565	152	1346	19.48
1979	"1979.K56499"	"G82290"	"F"	"gothictown"	"K56499"	184	5	597.487802978646	1749.99102264693	5	6	2748.99153711918	152	1346	19.48
1979	"1979.K56499"	"W97272"	"F"	"gothictown"	"K56499"	184	5	297.445065885282	1165.62155131924	5	6	2748.99153711918	152	1346	19.48
1979	"1979.K56499"	"S21019"	"F"	"gothictown"	"K56499"	184	5	318.579986914385	1212.06682908381	5	6	2748.99153711918	152	1346	19.48
1979	"1979.K56499"	"Z11293"	"F"	"gothictown"	"K56499"	184	5	578.495553515159	1719.12804928919	5	6	2748.99153711918	152	1346	19.48
1979	"1979.P84266"	"F09716"	"F"	"boulder"	"P84266"	197	3	513.575663347439	1107.09048870225	3	2	1903.23569191492	152	1346	19.48
1979	"1979.V87934"	"W04682"	"F"	"picnic_upper"	"V87934"	192	3	188.73131227891	621.17706862909	3	9	2340.42968515111	152	1346	19.48
1979	"1979.V87934"	"G82539"	"F"	"picnic_upper"	"V87934"	192	3	147.019560690288	527.78742429469	3	9	2340.42968515111	152	1346	19.48
1979	"1979.V87934"	"I59378"	"F"	"picnic_upper"	"V87934"	192	3	188.73131227891	621.17706862909	3	9	2340.42968515111	152	1346	19.48
1979	"1979.Z78219"	"T40732"	"F"	"mm"	"Z78219"	189	7	218.339882194675	780.984062141366	7	8	2963.37395794987	152	1346	19.48
1979	"1979.Z78219"	"M03932"	"M"	"mm"	"Z78219"	189	7	230.539154897698	847.61289809358	7	8	2963.37395794987	152	1346	19.48
1979	"1979.Z78219"	"M71307"	"F"	"mm"	"Z78219"	189	7	254.882005412035	836.052552943002	7	8	2963.37395794987	152	1346	19.48
1980	"1980.Z11502"	"Z24062"	"M"	"picnic_upper"	"Z11502"	198	5	429.094206268082	1037.43129299645	5	2	1925.51666452192	159	1542	21.1
1980	"1980.Z11502"	"K89692"	"M"	"picnic_upper"	"Z11502"	198	5	480.623966079346	1117.09182345332	5	2	1925.51666452192	159	1542	21.1
1980	"1980.H87846"	"V87457"	"F"	"picnic_upper"	"H87846"	198	4	439.299311326572	1033.20930608014	4	2	1734.03585760681	159	1542	21.1
1980	"1980.H87846"	"S73039"	"F"	"picnic_upper"	"H87846"	198	4	363.614396225096	942.390502110319	4	2	1734.03585760681	159	1542	21.1
1980	"1980.H87846"	"D76168"	"F"	"picnic_upper"	"H87846"	198	4	404.091253034568	1001.82003089137	4	2	1734.03585760681	159	1542	21.1
1980	"1980.H87846"	"E49798"	"F"	"picnic_upper"	"H87846"	198	4	359.339420378792	899.600172353443	4	2	1734.03585760681	159	1542	21.1
1980	"1980.Q31242"	"V38007"	"F"	"coppermeadow"	"Q31242"	NA	4	203.235892471747	827.364970956803	4	8	2124.40137031073	159	1542	21.1
1980	"1980.Q31242"	"L37602"	"F"	"coppermeadow"	"Q31242"	NA	4	274.791095601202	992.612256257769	4	8	2124.40137031073	159	1542	21.1
1980	"1980.Q31242"	"B81319"	"F"	"coppermeadow"	"Q31242"	NA	4	234.097858708227	892.789619895558	4	8	2124.40137031073	159	1542	21.1
1980	"1980.Q31242"	"R49719"	"M"	"coppermeadow"	"Q31242"	NA	4	471.29906436749	1389.40057885243	4	8	2124.40137031073	159	1542	21.1
1980	"1980.X82830"	"D41395"	"F"	"picnic_lower"	"X82830"	195	3	473.681210416443	1186.01379936779	3	4	2258.51516243314	159	1542	21.1
1980	"1980.X82830"	"O79404"	"M"	"picnic_lower"	"X82830"	195	3	467.252526324552	1199.82665321529	3	4	2258.51516243314	159	1542	21.1
1980	"1980.X82830"	"J50681"	"M"	"picnic_lower"	"X82830"	195	3	522.086922412257	1263.10508546973	3	4	2258.51516243314	159	1542	21.1
1980	"1980.Z11502"	"D87018"	"F"	"picnic_upper"	"Z11502"	198	5	418.844551488061	1013.52393451374	5	2	1925.51666452192	159	1542	21.1
1980	"1980.Z11502"	"T97690"	"F"	"picnic_upper"	"Z11502"	198	5	419.499434488908	996.217986368317	5	2	1925.51666452192	159	1542	21.1
1980	"1980.S62734"	"S48577"	"M"	"river"	"S62734"	172	6	385.331377349847	1861.2767100153	6	4	2689.46719790761	159	1542	21.1
1980	"1980.S62734"	"T02383"	"F"	"river"	"S62734"	172	6	374.545615900577	1788.97977219811	6	4	2689.46719790761	159	1542	21.1
1980	"1980.S62734"	"E17058"	"M"	"river"	"S62734"	172	6	364.539031972842	1756.05546949784	6	4	2689.46719790761	159	1542	21.1
1980	"1980.S62734"	"B97893"	"M"	"river"	"S62734"	172	6	350.975212778232	1745.82777684148	6	4	2689.46719790761	159	1542	21.1
1980	"1980.S62734"	"N87111"	"F"	"river"	"S62734"	172	6	306.644824057018	1600.02041014192	6	4	2689.46719790761	159	1542	21.1
1980	"1980.S62734"	"A95728"	"M"	"river"	"S62734"	172	6	336.5534087271	1720.61024272515	6	4	2689.46719790761	159	1542	21.1
1981	"1981.I03303"	"M18178"	"F"	"picnic_lower"	"I03303"	190	3	632.541478383559	1525.65263379234	3	10	2552.95960583732	119	647	21.3633333333333
1981	"1981.S62734"	"J45015"	"F"	"river"	"S62734"	166	3	247.892976111158	1560.47329307174	3	5	3268.43885950267	119	647	21.3633333333333
1981	"1981.I03303"	"C58065"	"M"	"picnic_lower"	"I03303"	190	3	547.256467654973	1330.00024961786	3	10	2552.95960583732	119	647	21.3633333333333
1981	"1981.I03303"	"X88839"	"F"	"picnic_lower"	"I03303"	190	3	333.428884690559	1042.65262640823	3	10	2552.95960583732	119	647	21.3633333333333
1981	"1981.V94037"	"B33880"	"F"	"boulder"	"V94037"	208	7	499.013350437031	856.22594469173	7	4	2662.08847557987	119	647	21.3633333333333
1981	"1981.V94037"	"J40105"	"F"	"boulder"	"V94037"	208	7	461.241087229505	804.914811734733	7	4	2662.08847557987	119	647	21.3633333333333
1981	"1981.Y97144"	"B40210"	"M"	"picnic_lower"	"Y97144"	190	5	482.563001981074	1304.43041965073	5	2	2077.12749082017	119	647	21.3633333333333
1981	"1981.Y97144"	"H47843"	"F"	"picnic_lower"	"Y97144"	190	5	370.524312440953	1131.23635664621	5	2	2077.12749082017	119	647	21.3633333333333
1981	"1981.Y97144"	"N67816"	"M"	"picnic_lower"	"Y97144"	190	5	500.777780996094	1339.88302379275	5	2	2077.12749082017	119	647	21.3633333333333
1981	"1981.Y97144"	"F68656"	"M"	"picnic_lower"	"Y97144"	190	5	262.925207928137	891.676874630745	5	2	2077.12749082017	119	647	21.3633333333333
1981	"1981.Y97144"	"C41891"	"M"	"picnic_lower"	"Y97144"	190	5	331.086831249994	1056.922120786	5	2	2077.12749082017	119	647	21.3633333333333
1981	"1981.H87846"	"Q80061"	"F"	"picnic_upper"	"H87846"	188	5	376.361303499369	1174.1518665295	5	3	2045.66159329879	119	647	21.3633333333333
1981	"1981.H87846"	"E67971"	"M"	"picnic_upper"	"H87846"	188	5	383.531947521444	1216.97207577105	5	3	2045.66159329879	119	647	21.3633333333333
1981	"1981.H87846"	"T33087"	"F"	"picnic_upper"	"H87846"	188	5	397.548178458798	1209.25631881549	5	3	2045.66159329879	119	647	21.3633333333333
1981	"1981.H87846"	"F98029"	"F"	"picnic_upper"	"H87846"	188	5	433.318101908498	1267.25400223976	5	3	2045.66159329879	119	647	21.3633333333333
1981	"1981.V94037"	"O19110"	"M"	"boulder"	"V94037"	208	7	854.74527899819	1322.06975537216	7	4	2662.08847557987	119	647	21.3633333333333
1981	"1981.V94037"	"W03739"	"M"	"boulder"	"V94037"	208	7	443.773246730705	798.589505285604	7	4	2662.08847557987	119	647	21.3633333333333
1981	"1981.V94037"	"M82727"	"F"	"boulder"	"V94037"	208	7	515.145962698766	919.112063496171	7	4	2662.08847557987	119	647	21.3633333333333
1981	"1981.V94037"	"O27039"	"M"	"boulder"	"V94037"	208	7	385.192287758071	718.337204559949	7	4	2662.08847557987	119	647	21.3633333333333
1981	"1981.H87846"	"A80960"	"F"	"picnic_upper"	"H87846"	188	5	427.022119091054	1157.56567769053	5	3	2045.66159329879	119	647	21.3633333333333
1981	"1981.S62734"	"G53078"	"M"	"river"	"S62734"	166	3	278.652653402429	1622.528506762	3	5	3268.43885950267	119	647	21.3633333333333
1981	"1981.S62734"	"G04532"	"M"	"river"	"S62734"	166	3	286.000852371651	1730.17893027222	3	5	3268.43885950267	119	647	21.3633333333333
1982	"1982.I20283"	"Y45266"	"F"	"cliff"	"I20283"	NA	1	217.391349070729	832.305666650942	1	4	2553.43436361526	152	1101	19.6066666666667
1982	"1982.X34098"	"B42728"	"M"	"boulder"	"X34098"	190	2	438.975206517769	1145.28124467614	2	2	1685.36941144599	152	1101	19.6066666666667
1982	"1982.X34098"	"H84052"	"F"	"boulder"	"X34098"	190	2	257.649088250016	847.385145556655	2	2	1685.36941144599	152	1101	19.6066666666667
1982	"1982.W54496"	"F82354"	"M"	"mm"	"W54496"	183	1	497.634008084784	1539.29192177365	1	6	2604.18099418305	152	1101	19.6066666666667
1983	"1983.H87846"	"M35653"	"M"	"picnic_middle"	"H87846"	208	5	440.99307949615	785.05619743493	5	5	1710.13518983501	160	1293	19.3
1983	"1983.K56499"	"L79056"	"M"	"gothictown"	"K56499"	189	6	486.462535005394	1514.88367347109	6	10	2594.9006090268	160	1293	19.3
1983	"1983.H87846"	"K32453"	"M"	"picnic_middle"	"H87846"	208	5	389.291572673119	714.200228004569	5	5	1710.13518983501	160	1293	19.3
1983	"1983.H87846"	"G09666"	"F"	"picnic_middle"	"H87846"	208	5	485.903537535015	846.70930326752	5	5	1710.13518983501	160	1293	19.3
1983	"1983.L37602"	"A00974"	"M"	"coppermeadow"	"L37602"	NA	2	512.843295536028	1469.90607369237	2	3	1977.32997696492	160	1293	19.3
1983	"1983.L37602"	"Q44356"	"F"	"coppermeadow"	"L37602"	NA	2	434.893806741604	1312.57860358899	2	3	1977.32997696492	160	1293	19.3
1983	"1983.K56499"	"Q43724"	"F"	"gothictown"	"K56499"	189	6	455.172225345395	1376.47195034554	6	10	2594.9006090268	160	1293	19.3
1983	"1983.K56499"	"G63346"	"F"	"gothictown"	"K56499"	189	6	451.029823116382	1361.84416531806	6	10	2594.9006090268	160	1293	19.3
1983	"1983.K56499"	"W83270"	"M"	"gothictown"	"K56499"	189	6	460.101763992058	1485.85037669551	6	10	2594.9006090268	160	1293	19.3
1983	"1983.K56499"	"J70842"	"F"	"gothictown"	"K56499"	189	6	454.534725981404	1377.41585985069	6	10	2594.9006090268	160	1293	19.3
1983	"1983.K56499"	"S34031"	"M"	"gothictown"	"K56499"	189	6	480.110578012166	1518.06444456364	6	10	2594.9006090268	160	1293	19.3
1983	"1983.O78887"	"H09994"	"F"	"cliff"	"O78887"	NA	6	378.188491549845	1191.10434247137	6	3	1933.6131543434	160	1293	19.3
1983	"1983.O78887"	"N66966"	"F"	"cliff"	"O78887"	NA	6	240.821085159867	870.360932385666	6	3	1933.6131543434	160	1293	19.3
1983	"1983.O78887"	"O34611"	"F"	"cliff"	"O78887"	NA	6	475.918518512661	1397.45650726415	6	3	1933.6131543434	160	1293	19.3
1983	"1983.O78887"	"Q23970"	"F"	"cliff"	"O78887"	NA	6	398.338013451509	1234.86618188163	6	3	1933.6131543434	160	1293	19.3
1983	"1983.O78887"	"Z56451"	"M"	"cliff"	"O78887"	NA	6	389.981593921377	1229.05284151038	6	3	1933.6131543434	160	1293	19.3
1983	"1983.O78887"	"N70127"	"F"	"cliff"	"O78887"	NA	6	240.821085159867	870.360932385666	6	3	1933.6131543434	160	1293	19.3
1983	"1983.W54496"	"W84756"	"M"	"mm"	"W54496"	196	4	440.993570423844	1059.25434694429	4	7	2223.24373006055	160	1293	19.3
1983	"1983.W54496"	"D09769"	"F"	"mm"	"W54496"	196	4	346.633369892969	916.600566590007	4	7	2223.24373006055	160	1293	19.3
1983	"1983.W54496"	"T49614"	"M"	"mm"	"W54496"	196	4	361.655850487524	952.380819298339	4	7	2223.24373006055	160	1293	19.3
1983	"1983.X32265"	"R38765"	"F"	"rvbend"	"X32265"	NA	6	451.921219475449	1365.84787649383	6	2	2171.02109808982	160	1293	19.3
1983	"1983.X32265"	"R66937"	"F"	"rvbend"	"X32265"	NA	6	545.890650887537	1436.11626726543	6	2	2171.02109808982	160	1293	19.3
1983	"1983.X32265"	"L57102"	"M"	"rvbend"	"X32265"	NA	6	532.821354945542	1504.20953749343	6	2	2171.02109808982	160	1293	19.3
1983	"1983.W54496"	"X66946"	"F"	"mm"	"W54496"	196	4	310.461996339546	834.711895370512	4	7	2223.24373006055	160	1293	19.3
1984	"1984.S82833"	"C75257"	"F"	"northpk"	"S82833"	196	3	415.831082352365	943.38018750565	3	3	2270.24918527327	156	1382	18.6366666666667
1984	"1984.D87018"	"E63466"	"F"	"picnic_upper"	"D87018"	205	5	427.59902624431	815.260387098009	5	4	2003.25867206801	156	1382	18.6366666666667
1984	"1984.D87018"	"U31385"	"F"	"picnic_upper"	"D87018"	205	5	490.725937106222	877.410527832194	5	4	2003.25867206801	156	1382	18.6366666666667
1984	"1984.D87018"	"D59294"	"M"	"picnic_upper"	"D87018"	205	5	395.792945209719	770.785490890245	5	4	2003.25867206801	156	1382	18.6366666666667
1984	"1984.D87018"	"P60051"	"F"	"picnic_upper"	"D87018"	205	5	441.859507444622	804.464657003639	5	4	2003.25867206801	156	1382	18.6366666666667
1984	"1984.D87018"	"K31779"	"F"	"picnic_upper"	"D87018"	205	5	368.059980718353	691.982987800537	5	4	2003.25867206801	156	1382	18.6366666666667
1984	"1984.B64360"	"I36573"	"M"	"river"	"B64360"	202	4	361.718459044434	767.177967560271	4	3	2167.18552262728	156	1382	18.6366666666667
1984	"1984.B64360"	"H16559"	"F"	"river"	"B64360"	202	4	563.866749122101	1009.09983550853	4	3	2167.18552262728	156	1382	18.6366666666667
1984	"1984.S82833"	"O55047"	"M"	"northpk"	"S82833"	196	3	417.472337531157	1006.02183359897	3	3	2270.24918527327	156	1382	18.6366666666667
1984	"1984.S82833"	"J04174"	"M"	"northpk"	"S82833"	196	3	405.462176391691	981.354771233684	3	3	2270.24918527327	156	1382	18.6366666666667
1984	"1984.W54496"	"B65730"	"F"	"mm"	"W54496"	202	5	471.201958169456	925.544178259678	5	8	2358.94051477451	156	1382	18.6366666666667
1984	"1984.W54496"	"R83797"	"M"	"mm"	"W54496"	202	5	386.740563467374	845.114025255582	5	8	2358.94051477451	156	1382	18.6366666666667
1984	"1984.W54496"	"G85235"	"F"	"mm"	"W54496"	202	5	365.51177872748	752.361951953345	5	8	2358.94051477451	156	1382	18.6366666666667
1984	"1984.W54496"	"C17560"	"M"	"mm"	"W54496"	202	5	476.893543037385	966.515605571559	5	8	2358.94051477451	156	1382	18.6366666666667
1984	"1984.W54496"	"R86481"	"M"	"mm"	"W54496"	202	5	427.751142538289	898.568803394475	5	8	2358.94051477451	156	1382	18.6366666666667
1984	"1984.B64360"	"O47405"	"M"	"river"	"B64360"	202	4	460.411671762713	906.233143695229	4	3	2167.18552262728	156	1382	18.6366666666667
1984	"1984.B64360"	"N12509"	"M"	"river"	"B64360"	202	4	344.254667997043	744.707619822317	4	3	2167.18552262728	156	1382	18.6366666666667
1985	"1985.R38765"	"Q85221"	"F"	"falls"	"R38765"	200	3	319.836859025537	711.982749200307	3	2	1745.38496491824	145	1163	21.5166666666667
1985	"1985.R38765"	"Y84492"	"F"	"rvbend"	"R38765"	200	3	404.387203884819	862.621030258594	3	2	1745.38496491824	145	1163	21.5166666666667
1985	"1985.F69817"	"Y56140"	"M"	"beavertalus"	"F69817"	NA	2	390.777731616764	1127.78268092037	2	5	2050.1039247427	145	1163	21.5166666666667
1985	"1985.F69817"	"F85616"	"F"	"beavertalus"	"F69817"	NA	2	350.974182164565	1077.1410276662	2	5	2050.1039247427	145	1163	21.5166666666667
1985	"1985.Q82337"	"X46262"	"M"	"gothictown"	"Q82337"	180	6	354.72668504195	1435.83215100467	6	5	2352.73195600334	145	1163	21.5166666666667
1985	"1985.Q82337"	"L07933"	"M"	"gothictown"	"Q82337"	180	6	364.033388560289	1502.83523631985	6	5	2352.73195600334	145	1163	21.5166666666667
1985	"1985.Q82337"	"P40458"	"F"	"gothictown"	"Q82337"	180	6	327.61807867081	1409.67359425648	6	5	2352.73195600334	145	1163	21.5166666666667
1985	"1985.Q82337"	"Z77223"	"M"	"gothictown"	"Q82337"	180	6	360.804926622217	1463.64095920429	6	5	2352.73195600334	145	1163	21.5166666666667
1985	"1985.Q82337"	"H84459"	"M"	"gothictown"	"Q82337"	180	6	335.181231512296	1448.44604868648	6	5	2352.73195600334	145	1163	21.5166666666667
1985	"1985.Q82337"	"J61047"	"M"	"gothictown"	"Q82337"	180	6	333.882651453603	1477.37878907515	6	5	2352.73195600334	145	1163	21.5166666666667
1985	"1985.D76168"	"X84705"	"M"	"picnic_upper"	"D76168"	197	5	584.637574795129	1223.36808891963	5	5	2510.37161859304	145	1163	21.5166666666667
1985	"1985.D76168"	"C73548"	"M"	"picnic_upper"	"D76168"	197	5	436.700581308189	986.80445555722	5	5	2510.37161859304	145	1163	21.5166666666667
1985	"1985.D76168"	"V44157"	"M"	"picnic_upper"	"D76168"	197	5	419.639458205355	961.069512627924	5	5	2510.37161859304	145	1163	21.5166666666667
1985	"1985.D76168"	"X46729"	"F"	"picnic_upper"	"D76168"	197	5	372.879890903357	932.659827168168	5	5	2510.37161859304	145	1163	21.5166666666667
1985	"1985.D76168"	"K12489"	"M"	"picnic_upper"	"D76168"	197	5	465.642275264271	1033.47353110123	5	5	2510.37161859304	145	1163	21.5166666666667
1985	"1985.A00644"	"T79811"	"M"	"picnic_lower"	"A00644"	194	3	491.089669799735	1154.21052057151	3	5	2277.85421875347	145	1163	21.5166666666667
1985	"1985.A00644"	"C97067"	"M"	"picnic_lower"	"A00644"	194	3	547.514565690818	1254.85028289868	3	5	2277.85421875347	145	1163	21.5166666666667
1985	"1985.A00644"	"Q81547"	"M"	"picnic_lower"	"A00644"	194	3	537.964818911989	1228.18612308284	3	5	2277.85421875347	145	1163	21.5166666666667
1985	"1985.X21760"	"E92258"	"F"	"gothictown"	"X21760"	180	5	380.328263776781	1567.83306223216	5	5	2806.39246326005	145	1163	21.5166666666667
1985	"1985.X21760"	"X82851"	"M"	"gothictown"	"X21760"	180	5	419.711268373424	1637.716154998	5	5	2806.39246326005	145	1163	21.5166666666667
1985	"1985.X21760"	"R16775"	"M"	"gothictown"	"X21760"	180	5	413.098238335641	1678.63493122752	5	5	2806.39246326005	145	1163	21.5166666666667
1985	"1985.X21760"	"H77044"	"M"	"gothictown"	"X21760"	180	5	433.467611216727	1518.70326997921	5	5	2806.39246326005	145	1163	21.5166666666667
1985	"1985.X21760"	"W02916"	"M"	"gothictown"	"X21760"	180	5	451.981387924422	1705.35393485633	5	5	2806.39246326005	145	1163	21.5166666666667
1985	"1985.J12799"	"V60651"	"M"	"river"	"J12799"	190	4	411.625329805331	1158.09583074541	4	2	1830.0599372832	145	1163	21.5166666666667
1985	"1985.M72774"	"W27490"	"M"	"cliff"	"M72774"	201	2	617.916001890813	1157.53909862811	2	2	1718.01095754851	145	1163	21.5166666666667
1985	"1985.M72774"	"C62479"	"M"	"cliff"	"M72774"	201	2	493.923565849079	973.419222441335	2	2	1718.01095754851	145	1163	21.5166666666667
1985	"1985.U09749"	"W35608"	"M"	"mm"	"U09749"	188	5	586.327881004426	1554.97648880858	5	5	2436.02208281426	145	1163	21.5166666666667
1985	"1985.U09749"	"W99126"	"F"	"mm"	"U09749"	188	5	419.364924828193	1213.24654757836	5	5	2436.02208281426	145	1163	21.5166666666667
1985	"1985.U09749"	"X45206"	"M"	"mm"	"U09749"	188	5	550.814254101081	1420.5644483646	5	5	2436.02208281426	145	1163	21.5166666666667
1985	"1985.U09749"	"A46675"	"M"	"mm"	"U09749"	188	5	550.814254101081	1420.5644483646	5	5	2436.02208281426	145	1163	21.5166666666667
1985	"1985.U09749"	"H94588"	"M"	"mm"	"U09749"	188	5	486.581805424738	1215.1423134317	5	5	2436.02208281426	145	1163	21.5166666666667
1985	"1985.R38765"	"E03014"	"F"	"rvbend"	"R38765"	200	3	463.412530599204	961.497019739027	3	2	1745.38496491824	145	1163	21.5166666666667
1985	"1985.B64360"	"T99788"	"F"	"river"	"B64360"	184	7	265.147425265489	1034.64944974826	7	4	2364.51154659335	145	1163	21.5166666666667
1985	"1985.B64360"	"C59980"	"M"	"river"	"B64360"	184	7	307.811943538732	1068.89637780552	7	4	2364.51154659335	145	1163	21.5166666666667
1985	"1985.B64360"	"C12391"	"M"	"river"	"B64360"	184	7	311.724593960619	1115.6562280324	7	4	2364.51154659335	145	1163	21.5166666666667
1985	"1985.B64360"	"P37362"	"F"	"river"	"B64360"	184	7	329.196447496388	1173.18359166696	7	4	2364.51154659335	145	1163	21.5166666666667
1985	"1985.B64360"	"V40890"	"M"	"river"	"B64360"	184	7	266.277434668543	1036.55932885611	7	4	2364.51154659335	145	1163	21.5166666666667
1985	"1985.R95872"	"W24627"	"M"	"rvannex"	"R95872"	195	5	481.546731716621	1080.72565168586	5	3	2292.40097345683	145	1163	21.5166666666667
1985	"1985.R95872"	"O38447"	"M"	"rvannex"	"R95872"	195	5	340.142735459104	839.230827792104	5	3	2292.40097345683	145	1163	21.5166666666667
1985	"1985.R95872"	"M26792"	"F"	"rvannex"	"R95872"	195	5	493.250604787156	1077.75636840416	5	3	2292.40097345683	145	1163	21.5166666666667
1985	"1985.R95872"	"Z10907"	"F"	"rvannex"	"R95872"	195	5	470.195061402136	1168.76474098427	5	3	2292.40097345683	145	1163	21.5166666666667
1985	"1985.R95872"	"D10248"	"F"	"rvannex"	"R95872"	195	5	403.905812541334	987.832621187184	5	3	2292.40097345683	145	1163	21.5166666666667
1985	"1985.E38724"	"Y13144"	"F"	"river"	"E38724"	190	4	347.004919095699	1100.93114222097	4	2	2006.27660149086	145	1163	21.5166666666667
1985	"1985.E38724"	"L10323"	"M"	"river"	"E38724"	190	4	429.384850084015	1172.11031240183	4	2	2006.27660149086	145	1163	21.5166666666667
1985	"1985.E38724"	"S05322"	"M"	"river"	"E38724"	190	4	475.53328119987	1257.88366979129	4	2	2006.27660149086	145	1163	21.5166666666667
1985	"1985.E38724"	"M35538"	"M"	"river"	"E38724"	190	4	454.847712957663	1273.89171085154	4	2	2006.27660149086	145	1163	21.5166666666667
1985	"1985.B76870"	"M10487"	"M"	"river"	"B76870"	190	5	411.326841836272	1145.2984815654	5	2	1809.84153360439	145	1163	21.5166666666667
1985	"1985.B76870"	"V31848"	"F"	"river"	"B76870"	190	5	426.152920451328	1219.35390655152	5	2	1809.84153360439	145	1163	21.5166666666667
1985	"1985.B76870"	"U03256"	"F"	"river"	"B76870"	190	5	366.777735815699	1171.6724441179	5	2	1809.84153360439	145	1163	21.5166666666667
1985	"1985.B76870"	"Y11563"	"F"	"river"	"B76870"	190	5	415.943416006145	1206.0218759668	5	2	1809.84153360439	145	1163	21.5166666666667
1985	"1985.B76870"	"T55841"	"M"	"river"	"B76870"	190	5	389.627835908126	1097.65598918038	5	2	1809.84153360439	145	1163	21.5166666666667
1985	"1985.J12799"	"X28736"	"M"	"river"	"J12799"	190	4	380.417803661924	1096.93930081066	4	2	1830.0599372832	145	1163	21.5166666666667
1985	"1985.J12799"	"T65132"	"F"	"river"	"J12799"	190	4	296.772947817054	952.337966512473	4	2	1830.0599372832	145	1163	21.5166666666667
1985	"1985.J71989"	"Q95106"	"F"	"picnic_lower"	"J71989"	194	4	530.058314237045	1301.43580809442	4	4	2486.63680462669	145	1163	21.5166666666667
1985	"1985.J71989"	"R24810"	"F"	"picnic_lower"	"J71989"	194	4	434.546682940654	1144.15860983809	4	4	2486.63680462669	145	1163	21.5166666666667
1985	"1985.J71989"	"C24060"	"M"	"picnic_lower"	"J71989"	194	4	652.965025459	1452.59282432838	4	4	2486.63680462669	145	1163	21.5166666666667
1985	"1985.J71989"	"I32083"	"M"	"picnic_lower"	"J71989"	194	4	499.820200777179	1168.27621072478	4	4	2486.63680462669	145	1163	21.5166666666667
1985	"1985.R34280"	"U96867"	"F"	"waterfalltalus"	"R34280"	196	2	406.319414578796	1002.39406676323	2	4	2027.98422039338	145	1163	21.5166666666667
1985	"1985.R34280"	"E18105"	"F"	"waterfalltalus"	"R34280"	196	2	406.319414578796	1002.39406676323	2	4	2027.98422039338	145	1163	21.5166666666667
1985	"1985.B64360"	"Z13839"	"M"	"river"	"B64360"	184	7	298.835278499895	1106.02998151083	7	4	2364.51154659335	145	1163	21.5166666666667
1985	"1985.B64360"	"Y88805"	"F"	"river"	"B64360"	184	7	276.758502323635	1083.43384152709	7	4	2364.51154659335	145	1163	21.5166666666667
1985	"1985.J12799"	"J45401"	"M"	"river"	"J12799"	190	4	444.511334599935	1226.82780615983	4	2	1830.0599372832	145	1163	21.5166666666667
1986	"1986.R38765"	"J81380"	"M"	"falls"	"R38765"	191	5	479.272382536396	1159.5991161257	5	3	2089.58342840008	149	1384	21.46
1986	"1986.R38765"	"Y41854"	"M"	"falls"	"R38765"	191	5	436.42529268025	1092.99462494049	5	3	2089.58342840008	149	1384	21.46
